user_id,country,channel,plan,device,signup_date,session_time,price,converted,step,revenue
2607,Denmark,Paid,Basic,Mobile,2024-01-02 19:26:00,2,100,0,signup,0
2608,Norway,Direct,Basic,Mobile,2024-01-02 19:27:00,2,100,0,signup,0
2609,Denmark,Paid,Premium,Mobile,2024-01-02 19:28:00,18,300,0,form_started,0
2610,Sweden,Direct,Basic,Desktop,2024-01-02 19:29:00,5,100,1,completed,100
2611,Norway,Organic,Basic,Mobile,2024-01-02 19:30:00,14,100,0,form_started,0
2612,Sweden,Organic,Basic,Desktop,2024-01-02 19:31:00,8,100,0,signup,0
2613,Norway,Direct,Basic,Mobile,2024-01-02 19:32:00,6,100,1,completed,100
2614,Denmark,Paid,Pro,Tablet,2024-01-02 19:33:00,9,500,0,form_started,0
2615,Norway,Organic,Pro,Mobile,2024-01-02 19:34:00,6,500,0,form_started,0
2616,Sweden,Direct,Basic,Desktop,2024-01-02 19:35:00,17,100,0,form_started,0
2617,Denmark,Paid,Premium,Desktop,2024-01-02 19:36:00,8,300,1,completed,300
2618,Norway,Direct,Pro,Tablet,2024-01-02 19:37:00,3,500,0,form_started,0
2619,Norway,Paid,Premium,Mobile,2024-01-02 19:38:00,12,300,0,form_started,0
2620,Norway,Paid,Premium,Tablet,2024-01-02 19:39:00,13,300,1,completed,300
2621,Sweden,Paid,Pro,Mobile,2024-01-02 19:40:00,18,500,0,signup,0
2622,Sweden,Paid,Premium,Mobile,2024-01-02 19:41:00,11,300,0,form_started,0
2623,Norway,Direct,Premium,Desktop,2024-01-02 19:42:00,2,300,0,form_started,0
2624,Denmark,Direct,Basic,Tablet,2024-01-02 19:43:00,14,100,1,completed,100
2625,Denmark,Direct,Basic,Tablet,2024-01-02 19:44:00,1,100,1,completed,100
2626,Sweden,Direct,Basic,Desktop,2024-01-02 19:45:00,15,100,0,form_started,0
2627,Denmark,Direct,Pro,Desktop,2024-01-02 19:46:00,18,500,0,form_started,0
2628,Sweden,Paid,Basic,Tablet,2024-01-02 19:47:00,18,100,0,form_started,0
2629,Norway,Organic,Premium,Desktop,2024-01-02 19:48:00,17,300,0,form_started,0
2630,Sweden,Organic,Premium,Mobile,2024-01-02 19:49:00,1,300,0,form_started,0
2631,Sweden,Direct,Premium,Tablet,2024-01-02 19:50:00,14,300,0,form_started,0
2632,Norway,Direct,Premium,Tablet,2024-01-02 19:51:00,16,300,0,form_started,0
2633,Denmark,Organic,Premium,Desktop,2024-01-02 19:52:00,4,300,1,completed,300
2634,Sweden,Paid,Pro,Mobile,2024-01-02 19:53:00,6,500,0,signup,0
2635,Sweden,Direct,Premium,Tablet,2024-01-02 19:54:00,16,300,0,signup,0
2636,Norway,Paid,Pro,Tablet,2024-01-02 19:55:00,6,500,1,completed,500
2637,Denmark,Organic,Premium,Mobile,2024-01-02 19:56:00,15,300,0,form_started,0
2638,Sweden,Organic,Pro,Desktop,2024-01-02 19:57:00,1,500,1,completed,500
2639,Norway,Direct,Pro,Desktop,2024-01-02 19:58:00,7,500,0,form_started,0
2640,Sweden,Paid,Premium,Desktop,2024-01-02 19:59:00,11,300,1,completed,300
2641,Norway,Direct,Premium,Desktop,2024-01-02 20:00:00,1,300,1,completed,300
2642,Denmark,Organic,Premium,Mobile,2024-01-02 20:01:00,8,300,0,signup,0
2643,Denmark,Paid,Premium,Mobile,2024-01-02 20:02:00,14,300,0,form_started,0
2644,Denmark,Direct,Basic,Tablet,2024-01-02 20:03:00,5,100,0,signup,0
2645,Denmark,Direct,Basic,Tablet,2024-01-02 20:04:00,13,100,0,signup,0
2646,Sweden,Direct,Pro,Mobile,2024-01-02 20:05:00,15,500,0,signup,0
2647,Sweden,Organic,Pro,Tablet,2024-01-02 20:06:00,9,500,0,signup,0
2648,Denmark,Direct,Basic,Mobile,2024-01-02 20:07:00,8,100,1,completed,100
2649,Denmark,Paid,Pro,Desktop,2024-01-02 20:08:00,19,500,1,completed,500
2650,Denmark,Direct,Premium,Mobile,2024-01-02 20:09:00,17,300,1,completed,300
2651,Sweden,Organic,Pro,Mobile,2024-01-02 20:10:00,19,500,0,form_started,0
2652,Denmark,Direct,Pro,Tablet,2024-01-02 20:11:00,18,500,0,signup,0
2653,Denmark,Organic,Pro,Mobile,2024-01-02 20:12:00,18,500,1,completed,500
2654,Denmark,Organic,Basic,Desktop,2024-01-02 20:13:00,4,100,0,form_started,0
2655,Norway,Paid,Basic,Desktop,2024-01-02 20:14:00,2,100,1,completed,100
2656,Denmark,Paid,Pro,Tablet,2024-01-02 20:15:00,5,500,0,form_started,0
2657,Norway,Direct,Premium,Tablet,2024-01-02 20:16:00,17,300,0,form_started,0
2658,Norway,Organic,Pro,Mobile,2024-01-02 20:17:00,7,500,0,signup,0
2659,Denmark,Organic,Basic,Tablet,2024-01-02 20:18:00,16,100,0,signup,0
2660,Norway,Paid,Premium,Desktop,2024-01-02 20:19:00,1,300,0,signup,0
2661,Denmark,Paid,Pro,Tablet,2024-01-02 20:20:00,12,500,0,form_started,0
2662,Sweden,Direct,Basic,Tablet,2024-01-02 20:21:00,19,100,1,completed,100
2663,Sweden,Organic,Premium,Desktop,2024-01-02 20:22:00,9,300,0,form_started,0
2664,Sweden,Paid,Pro,Mobile,2024-01-02 20:23:00,16,500,0,signup,0
2665,Sweden,Direct,Basic,Mobile,2024-01-02 20:24:00,7,100,0,form_started,0
2666,Norway,Organic,Premium,Tablet,2024-01-02 20:25:00,15,300,0,signup,0
2667,Denmark,Organic,Pro,Desktop,2024-01-02 20:26:00,12,500,0,signup,0
2668,Denmark,Paid,Premium,Desktop,2024-01-02 20:27:00,4,300,0,form_started,0
2669,Denmark,Direct,Premium,Desktop,2024-01-02 20:28:00,6,300,0,form_started,0
2670,Sweden,Paid,Premium,Mobile,2024-01-02 20:29:00,6,300,0,signup,0
2671,Sweden,Direct,Basic,Desktop,2024-01-02 20:30:00,15,100,0,signup,0
2672,Denmark,Organic,Pro,Desktop,2024-01-02 20:31:00,3,500,1,completed,500
2673,Sweden,Direct,Premium,Mobile,2024-01-02 20:32:00,2,300,0,form_started,0
2674,Denmark,Direct,Premium,Desktop,2024-01-02 20:33:00,5,300,0,form_started,0
2675,Denmark,Direct,Premium,Mobile,2024-01-02 20:34:00,8,300,1,completed,300
2676,Denmark,Direct,Basic,Tablet,2024-01-02 20:35:00,19,100,0,form_started,0
2677,Denmark,Direct,Premium,Tablet,2024-01-02 20:36:00,16,300,0,form_started,0
2678,Denmark,Paid,Basic,Tablet,2024-01-02 20:37:00,19,100,0,signup,0
2679,Denmark,Direct,Basic,Tablet,2024-01-02 20:38:00,16,100,0,signup,0
2680,Denmark,Direct,Premium,Tablet,2024-01-02 20:39:00,6,300,0,signup,0
2681,Sweden,Organic,Premium,Mobile,2024-01-02 20:40:00,1,300,0,signup,0
2682,Denmark,Direct,Basic,Mobile,2024-01-02 20:41:00,18,100,0,signup,0
2683,Denmark,Organic,Basic,Mobile,2024-01-02 20:42:00,8,100,1,completed,100
2684,Sweden,Paid,Premium,Desktop,2024-01-02 20:43:00,5,300,0,signup,0
2685,Sweden,Paid,Basic,Tablet,2024-01-02 20:44:00,12,100,0,signup,0
2686,Sweden,Direct,Basic,Desktop,2024-01-02 20:45:00,18,100,0,signup,0
2687,Denmark,Paid,Premium,Desktop,2024-01-02 20:46:00,5,300,0,form_started,0
2688,Norway,Direct,Premium,Desktop,2024-01-02 20:47:00,13,300,0,form_started,0
2689,Norway,Paid,Pro,Tablet,2024-01-02 20:48:00,12,500,1,completed,500
2690,Sweden,Direct,Premium,Desktop,2024-01-02 20:49:00,16,300,0,signup,0
2691,Norway,Direct,Premium,Tablet,2024-01-02 20:50:00,14,300,1,completed,300
2692,Sweden,Organic,Premium,Tablet,2024-01-02 20:51:00,11,300,0,form_started,0
2693,Denmark,Organic,Pro,Tablet,2024-01-02 20:52:00,9,500,0,signup,0
2694,Norway,Organic,Basic,Desktop,2024-01-02 20:53:00,10,100,0,signup,0
2695,Denmark,Organic,Premium,Tablet,2024-01-02 20:54:00,16,300,0,form_started,0
2696,Norway,Direct,Premium,Tablet,2024-01-02 20:55:00,19,300,0,signup,0
2697,Denmark,Paid,Pro,Mobile,2024-01-02 20:56:00,10,500,1,completed,500
2698,Norway,Direct,Pro,Desktop,2024-01-02 20:57:00,4,500,0,form_started,0
2699,Denmark,Organic,Pro,Mobile,2024-01-02 20:58:00,8,500,0,signup,0
2700,Denmark,Organic,Basic,Mobile,2024-01-02 20:59:00,11,100,1,completed,100
2701,Norway,Paid,Pro,Desktop,2024-01-02 21:00:00,6,500,0,signup,0
2702,Denmark,Organic,Basic,Mobile,2024-01-02 21:01:00,4,100,0,form_started,0
2703,Denmark,Direct,Premium,Tablet,2024-01-02 21:02:00,5,300,0,form_started,0
2704,Denmark,Direct,Premium,Mobile,2024-01-02 21:03:00,18,300,0,signup,0
2705,Norway,Direct,Premium,Mobile,2024-01-02 21:04:00,3,300,1,completed,300
2706,Norway,Direct,Pro,Tablet,2024-01-02 21:05:00,7,500,0,form_started,0
2707,Denmark,Direct,Premium,Mobile,2024-01-02 21:06:00,12,300,1,completed,300
2708,Denmark,Paid,Pro,Tablet,2024-01-02 21:07:00,3,500,1,completed,500
2709,Norway,Direct,Basic,Desktop,2024-01-02 21:08:00,17,100,0,form_started,0
2710,Norway,Organic,Premium,Mobile,2024-01-02 21:09:00,3,300,0,form_started,0
2711,Denmark,Organic,Basic,Desktop,2024-01-02 21:10:00,11,100,1,completed,100
2712,Denmark,Organic,Pro,Mobile,2024-01-02 21:11:00,6,500,1,completed,500
2713,Denmark,Organic,Pro,Tablet,2024-01-02 21:12:00,11,500,0,form_started,0
2714,Sweden,Paid,Premium,Mobile,2024-01-02 21:13:00,4,300,1,completed,300
2715,Norway,Organic,Premium,Desktop,2024-01-02 21:14:00,17,300,1,completed,300
2716,Sweden,Paid,Pro,Tablet,2024-01-02 21:15:00,1,500,0,form_started,0
2717,Norway,Organic,Premium,Tablet,2024-01-02 21:16:00,12,300,1,completed,300
2718,Norway,Paid,Premium,Desktop,2024-01-02 21:17:00,3,300,0,signup,0
2719,Norway,Paid,Basic,Desktop,2024-01-02 21:18:00,16,100,0,signup,0
2720,Norway,Paid,Pro,Mobile,2024-01-02 21:19:00,3,500,0,form_started,0
2721,Norway,Organic,Basic,Mobile,2024-01-02 21:20:00,14,100,0,form_started,0
2722,Norway,Paid,Premium,Tablet,2024-01-02 21:21:00,17,300,1,completed,300
2723,Norway,Direct,Basic,Desktop,2024-01-02 21:22:00,19,100,0,signup,0
2724,Sweden,Direct,Pro,Desktop,2024-01-02 21:23:00,7,500,0,form_started,0
2725,Denmark,Organic,Basic,Mobile,2024-01-02 21:24:00,11,100,1,completed,100
2726,Denmark,Direct,Basic,Mobile,2024-01-02 21:25:00,16,100,0,form_started,0
2727,Sweden,Direct,Premium,Tablet,2024-01-02 21:26:00,19,300,0,form_started,0
2728,Sweden,Direct,Pro,Desktop,2024-01-02 21:27:00,5,500,0,signup,0
2729,Sweden,Organic,Premium,Desktop,2024-01-02 21:28:00,1,300,0,signup,0
2730,Sweden,Organic,Premium,Desktop,2024-01-02 21:29:00,10,300,1,completed,300
2731,Norway,Direct,Pro,Desktop,2024-01-02 21:30:00,18,500,0,signup,0
2732,Denmark,Organic,Basic,Mobile,2024-01-02 21:31:00,10,100,0,form_started,0
2733,Norway,Paid,Premium,Mobile,2024-01-02 21:32:00,1,300,0,form_started,0
2734,Denmark,Direct,Basic,Mobile,2024-01-02 21:33:00,13,100,0,signup,0
2735,Denmark,Organic,Pro,Tablet,2024-01-02 21:34:00,4,500,0,form_started,0
2736,Sweden,Organic,Premium,Desktop,2024-01-02 21:35:00,12,300,0,form_started,0
2737,Norway,Direct,Basic,Mobile,2024-01-02 21:36:00,16,100,0,form_started,0
2738,Sweden,Organic,Basic,Desktop,2024-01-02 21:37:00,19,100,0,signup,0
2739,Norway,Direct,Premium,Mobile,2024-01-02 21:38:00,12,300,0,form_started,0
2740,Denmark,Organic,Pro,Tablet,2024-01-02 21:39:00,6,500,0,signup,0
2741,Sweden,Paid,Basic,Mobile,2024-01-02 21:40:00,16,100,0,form_started,0
2742,Sweden,Direct,Pro,Tablet,2024-01-02 21:41:00,12,500,1,completed,500
2743,Denmark,Paid,Premium,Desktop,2024-01-02 21:42:00,10,300,0,form_started,0
2744,Denmark,Direct,Basic,Mobile,2024-01-02 21:43:00,5,100,0,form_started,0
2745,Denmark,Organic,Basic,Mobile,2024-01-02 21:44:00,19,100,1,completed,100
2746,Sweden,Paid,Basic,Mobile,2024-01-02 21:45:00,12,100,1,completed,100
2747,Norway,Organic,Pro,Desktop,2024-01-02 21:46:00,8,500,0,signup,0
2748,Sweden,Direct,Basic,Tablet,2024-01-02 21:47:00,4,100,0,form_started,0
2749,Norway,Direct,Basic,Tablet,2024-01-02 21:48:00,7,100,0,form_started,0
2750,Sweden,Direct,Premium,Mobile,2024-01-02 21:49:00,5,300,1,completed,300
2751,Sweden,Direct,Basic,Desktop,2024-01-02 21:50:00,11,100,0,signup,0
2752,Denmark,Direct,Pro,Tablet,2024-01-02 21:51:00,17,500,1,completed,500
2753,Norway,Paid,Premium,Tablet,2024-01-02 21:52:00,3,300,0,form_started,0
2754,Sweden,Direct,Premium,Tablet,2024-01-02 21:53:00,2,300,0,form_started,0
2755,Sweden,Organic,Basic,Tablet,2024-01-02 21:54:00,19,100,1,completed,100
2756,Denmark,Paid,Premium,Tablet,2024-01-02 21:55:00,2,300,1,completed,300
2757,Denmark,Organic,Basic,Mobile,2024-01-02 21:56:00,14,100,1,completed,100
2758,Norway,Direct,Premium,Mobile,2024-01-02 21:57:00,1,300,1,completed,300
2759,Sweden,Organic,Pro,Mobile,2024-01-02 21:58:00,16,500,1,completed,500
2760,Norway,Paid,Basic,Tablet,2024-01-02 21:59:00,15,100,0,form_started,0
2761,Sweden,Paid,Pro,Tablet,2024-01-02 22:00:00,18,500,0,signup,0
2762,Norway,Paid,Basic,Tablet,2024-01-02 22:01:00,2,100,0,signup,0
2763,Denmark,Organic,Pro,Mobile,2024-01-02 22:02:00,11,500,0,signup,0
2764,Sweden,Paid,Pro,Tablet,2024-01-02 22:03:00,17,500,0,form_started,0
2765,Norway,Organic,Premium,Mobile,2024-01-02 22:04:00,13,300,0,form_started,0
2766,Denmark,Direct,Basic,Tablet,2024-01-02 22:05:00,12,100,0,signup,0
2767,Denmark,Direct,Premium,Mobile,2024-01-02 22:06:00,2,300,0,signup,0
2768,Norway,Organic,Pro,Desktop,2024-01-02 22:07:00,18,500,1,completed,500
2769,Sweden,Paid,Basic,Tablet,2024-01-02 22:08:00,10,100,0,signup,0
2770,Sweden,Organic,Pro,Tablet,2024-01-02 22:09:00,12,500,0,signup,0
2771,Denmark,Organic,Pro,Mobile,2024-01-02 22:10:00,17,500,0,signup,0
2772,Sweden,Organic,Pro,Tablet,2024-01-02 22:11:00,14,500,0,signup,0
2773,Sweden,Direct,Pro,Mobile,2024-01-02 22:12:00,19,500,0,signup,0
2774,Sweden,Organic,Premium,Mobile,2024-01-02 22:13:00,13,300,0,form_started,0
2775,Denmark,Direct,Pro,Desktop,2024-01-02 22:14:00,3,500,0,form_started,0
2776,Norway,Organic,Premium,Desktop,2024-01-02 22:15:00,8,300,1,completed,300
2777,Sweden,Direct,Pro,Tablet,2024-01-02 22:16:00,5,500,1,completed,500
2778,Denmark,Organic,Basic,Tablet,2024-01-02 22:17:00,12,100,0,signup,0
2779,Denmark,Organic,Pro,Mobile,2024-01-02 22:18:00,1,500,1,completed,500
2780,Norway,Paid,Pro,Mobile,2024-01-02 22:19:00,16,500,0,form_started,0
2781,Sweden,Paid,Basic,Mobile,2024-01-02 22:20:00,12,100,1,completed,100
2782,Sweden,Organic,Basic,Mobile,2024-01-02 22:21:00,17,100,0,signup,0
2783,Norway,Organic,Pro,Tablet,2024-01-02 22:22:00,9,500,0,form_started,0
2784,Norway,Organic,Pro,Desktop,2024-01-02 22:23:00,13,500,1,completed,500
2785,Denmark,Organic,Premium,Tablet,2024-01-02 22:24:00,4,300,0,form_started,0
2786,Denmark,Paid,Basic,Tablet,2024-01-02 22:25:00,4,100,0,signup,0
2787,Norway,Direct,Basic,Tablet,2024-01-02 22:26:00,15,100,0,form_started,0
2788,Sweden,Organic,Premium,Desktop,2024-01-02 22:27:00,10,300,1,completed,300
2789,Denmark,Paid,Pro,Tablet,2024-01-02 22:28:00,6,500,0,form_started,0
2790,Denmark,Organic,Pro,Desktop,2024-01-02 22:29:00,3,500,0,form_started,0
2791,Sweden,Organic,Basic,Mobile,2024-01-02 22:30:00,15,100,1,completed,100
2792,Denmark,Direct,Premium,Tablet,2024-01-02 22:31:00,6,300,1,completed,300
2793,Sweden,Organic,Pro,Mobile,2024-01-02 22:32:00,11,500,0,form_started,0
2794,Sweden,Organic,Basic,Mobile,2024-01-02 22:33:00,2,100,0,signup,0
2795,Sweden,Direct,Pro,Mobile,2024-01-02 22:34:00,2,500,0,signup,0
2796,Norway,Direct,Pro,Tablet,2024-01-02 22:35:00,1,500,0,form_started,0
2797,Norway,Direct,Pro,Mobile,2024-01-02 22:36:00,11,500,1,completed,500
2798,Norway,Direct,Basic,Tablet,2024-01-02 22:37:00,5,100,1,completed,100
2799,Sweden,Paid,Premium,Mobile,2024-01-02 22:38:00,6,300,0,form_started,0
2800,Sweden,Paid,Premium,Tablet,2024-01-02 22:39:00,3,300,0,signup,0
2801,Norway,Paid,Pro,Tablet,2024-01-02 22:40:00,5,500,0,form_started,0
2802,Denmark,Organic,Premium,Tablet,2024-01-02 22:41:00,9,300,0,signup,0
2803,Sweden,Direct,Pro,Mobile,2024-01-02 22:42:00,19,500,0,form_started,0
2804,Denmark,Direct,Basic,Tablet,2024-01-02 22:43:00,5,100,0,form_started,0
2805,Denmark,Paid,Basic,Mobile,2024-01-02 22:44:00,12,100,0,form_started,0
2806,Sweden,Organic,Basic,Desktop,2024-01-02 22:45:00,12,100,0,signup,0
2807,Sweden,Organic,Pro,Mobile,2024-01-02 22:46:00,16,500,0,form_started,0
2808,Denmark,Organic,Premium,Mobile,2024-01-02 22:47:00,7,300,0,signup,0
2809,Denmark,Paid,Basic,Tablet,2024-01-02 22:48:00,14,100,0,signup,0
2810,Norway,Organic,Pro,Mobile,2024-01-02 22:49:00,9,500,0,signup,0
2811,Norway,Organic,Premium,Desktop,2024-01-02 22:50:00,15,300,0,signup,0
2812,Sweden,Organic,Premium,Tablet,2024-01-02 22:51:00,11,300,1,completed,300
2813,Norway,Direct,Premium,Mobile,2024-01-02 22:52:00,4,300,1,completed,300
2814,Norway,Paid,Pro,Mobile,2024-01-02 22:53:00,11,500,1,completed,500
2815,Norway,Direct,Pro,Tablet,2024-01-02 22:54:00,9,500,0,form_started,0
2816,Norway,Direct,Pro,Tablet,2024-01-02 22:55:00,6,500,0,signup,0
2817,Denmark,Paid,Basic,Mobile,2024-01-02 22:56:00,17,100,0,signup,0
2818,Sweden,Direct,Pro,Mobile,2024-01-02 22:57:00,9,500,1,completed,500
2819,Norway,Organic,Basic,Tablet,2024-01-02 22:58:00,6,100,1,completed,100
2820,Denmark,Organic,Basic,Tablet,2024-01-02 22:59:00,6,100,1,completed,100
2821,Denmark,Organic,Basic,Desktop,2024-01-02 23:00:00,4,100,0,signup,0
2822,Denmark,Organic,Pro,Desktop,2024-01-02 23:01:00,11,500,1,completed,500
2823,Norway,Paid,Basic,Desktop,2024-01-02 23:02:00,3,100,1,completed,100
2824,Norway,Direct,Pro,Tablet,2024-01-02 23:03:00,18,500,0,signup,0
2825,Sweden,Direct,Pro,Tablet,2024-01-02 23:04:00,16,500,0,form_started,0
2826,Norway,Organic,Basic,Tablet,2024-01-02 23:05:00,16,100,0,signup,0
2827,Norway,Organic,Basic,Mobile,2024-01-02 23:06:00,12,100,0,signup,0
2828,Denmark,Direct,Basic,Tablet,2024-01-02 23:07:00,14,100,0,signup,0
2829,Sweden,Paid,Pro,Mobile,2024-01-02 23:08:00,9,500,1,completed,500
2830,Norway,Direct,Pro,Tablet,2024-01-02 23:09:00,7,500,1,completed,500
2831,Norway,Organic,Basic,Tablet,2024-01-02 23:10:00,14,100,1,completed,100
2832,Denmark,Organic,Basic,Mobile,2024-01-02 23:11:00,10,100,0,signup,0
2833,Denmark,Paid,Premium,Tablet,2024-01-02 23:12:00,11,300,0,form_started,0
2834,Norway,Direct,Basic,Tablet,2024-01-02 23:13:00,7,100,1,completed,100
2835,Sweden,Paid,Premium,Tablet,2024-01-02 23:14:00,19,300,0,signup,0
2836,Sweden,Paid,Premium,Desktop,2024-01-02 23:15:00,19,300,0,form_started,0
2837,Denmark,Organic,Pro,Tablet,2024-01-02 23:16:00,11,500,1,completed,500
2838,Denmark,Direct,Pro,Mobile,2024-01-02 23:17:00,6,500,0,signup,0
2839,Norway,Organic,Premium,Mobile,2024-01-02 23:18:00,8,300,0,form_started,0
2840,Denmark,Direct,Premium,Mobile,2024-01-02 23:19:00,1,300,0,signup,0
2841,Norway,Organic,Basic,Tablet,2024-01-02 23:20:00,8,100,1,completed,100
2842,Sweden,Organic,Premium,Mobile,2024-01-02 23:21:00,5,300,0,signup,0
2843,Sweden,Direct,Basic,Desktop,2024-01-02 23:22:00,10,100,0,signup,0
2844,Norway,Direct,Pro,Mobile,2024-01-02 23:23:00,2,500,1,completed,500
2845,Denmark,Organic,Basic,Tablet,2024-01-02 23:24:00,4,100,0,signup,0
2846,Sweden,Direct,Pro,Desktop,2024-01-02 23:25:00,2,500,0,form_started,0
2847,Denmark,Organic,Premium,Mobile,2024-01-02 23:26:00,15,300,0,signup,0
2848,Sweden,Direct,Premium,Desktop,2024-01-02 23:27:00,10,300,0,form_started,0
2849,Norway,Organic,Premium,Mobile,2024-01-02 23:28:00,2,300,0,signup,0
2850,Norway,Organic,Basic,Tablet,2024-01-02 23:29:00,6,100,1,completed,100
2851,Norway,Organic,Pro,Desktop,2024-01-02 23:30:00,14,500,0,signup,0
2852,Sweden,Paid,Pro,Mobile,2024-01-02 23:31:00,5,500,1,completed,500
2853,Denmark,Direct,Pro,Mobile,2024-01-02 23:32:00,2,500,0,form_started,0
2854,Denmark,Organic,Pro,Desktop,2024-01-02 23:33:00,14,500,0,signup,0
2855,Denmark,Paid,Pro,Desktop,2024-01-02 23:34:00,13,500,0,form_started,0
2856,Sweden,Organic,Basic,Desktop,2024-01-02 23:35:00,2,100,0,signup,0
2857,Sweden,Paid,Pro,Desktop,2024-01-02 23:36:00,9,500,0,signup,0
2858,Sweden,Organic,Premium,Mobile,2024-01-02 23:37:00,3,300,0,form_started,0
2859,Sweden,Organic,Pro,Mobile,2024-01-02 23:38:00,15,500,0,signup,0
2860,Sweden,Paid,Premium,Mobile,2024-01-02 23:39:00,3,300,1,completed,300
2861,Denmark,Paid,Basic,Tablet,2024-01-02 23:40:00,12,100,0,form_started,0
2862,Sweden,Direct,Basic,Desktop,2024-01-02 23:41:00,6,100,0,signup,0
2863,Sweden,Direct,Premium,Mobile,2024-01-02 23:42:00,19,300,1,completed,300
2864,Denmark,Paid,Pro,Desktop,2024-01-02 23:43:00,17,500,0,signup,0
2865,Sweden,Direct,Basic,Desktop,2024-01-02 23:44:00,6,100,1,completed,100
2866,Denmark,Paid,Basic,Mobile,2024-01-02 23:45:00,19,100,0,form_started,0
2867,Denmark,Direct,Basic,Desktop,2024-01-02 23:46:00,17,100,1,completed,100
2868,Norway,Organic,Pro,Desktop,2024-01-02 23:47:00,16,500,0,signup,0
2869,Norway,Direct,Premium,Desktop,2024-01-02 23:48:00,8,300,1,completed,300
2870,Norway,Organic,Premium,Desktop,2024-01-02 23:49:00,19,300,0,signup,0
2871,Norway,Organic,Pro,Desktop,2024-01-02 23:50:00,8,500,1,completed,500
2872,Sweden,Direct,Basic,Mobile,2024-01-02 23:51:00,15,100,1,completed,100
2873,Norway,Paid,Pro,Mobile,2024-01-02 23:52:00,8,500,0,form_started,0
2874,Denmark,Organic,Pro,Desktop,2024-01-02 23:53:00,3,500,1,completed,500
2875,Sweden,Organic,Premium,Desktop,2024-01-02 23:54:00,16,300,0,form_started,0
2876,Norway,Direct,Pro,Desktop,2024-01-02 23:55:00,3,500,0,signup,0
2877,Denmark,Paid,Pro,Tablet,2024-01-02 23:56:00,1,500,0,form_started,0
2878,Sweden,Paid,Basic,Desktop,2024-01-02 23:57:00,8,100,0,form_started,0
2879,Sweden,Direct,Basic,Tablet,2024-01-02 23:58:00,9,100,0,form_started,0
2880,Norway,Paid,Premium,Tablet,2024-01-02 23:59:00,12,300,1,completed,300
2881,Sweden,Direct,Basic,Tablet,2024-01-03 00:00:00,18,100,1,completed,100
2882,Denmark,Direct,Pro,Mobile,2024-01-03 00:01:00,17,500,1,completed,500
2883,Sweden,Direct,Pro,Tablet,2024-01-03 00:02:00,8,500,0,signup,0
2884,Denmark,Organic,Pro,Desktop,2024-01-03 00:03:00,11,500,0,signup,0
2885,Sweden,Organic,Premium,Desktop,2024-01-03 00:04:00,7,300,0,signup,0
2886,Norway,Organic,Basic,Mobile,2024-01-03 00:05:00,14,100,0,form_started,0
2887,Denmark,Direct,Pro,Mobile,2024-01-03 00:06:00,10,500,0,signup,0
2888,Sweden,Organic,Basic,Desktop,2024-01-03 00:07:00,15,100,1,completed,100
2889,Sweden,Organic,Basic,Mobile,2024-01-03 00:08:00,12,100,1,completed,100
2890,Sweden,Organic,Basic,Mobile,2024-01-03 00:09:00,17,100,0,signup,0
2891,Denmark,Direct,Basic,Tablet,2024-01-03 00:10:00,8,100,0,signup,0
2892,Denmark,Direct,Premium,Tablet,2024-01-03 00:11:00,14,300,0,signup,0
2893,Denmark,Direct,Premium,Mobile,2024-01-03 00:12:00,15,300,0,signup,0
2894,Norway,Organic,Premium,Desktop,2024-01-03 00:13:00,11,300,0,form_started,0
2895,Norway,Paid,Pro,Tablet,2024-01-03 00:14:00,12,500,0,form_started,0
2896,Denmark,Organic,Pro,Desktop,2024-01-03 00:15:00,16,500,0,form_started,0
2897,Sweden,Organic,Pro,Mobile,2024-01-03 00:16:00,18,500,1,completed,500
2898,Norway,Direct,Premium,Desktop,2024-01-03 00:17:00,10,300,0,signup,0
2899,Denmark,Direct,Basic,Desktop,2024-01-03 00:18:00,19,100,1,completed,100
2900,Sweden,Organic,Premium,Desktop,2024-01-03 00:19:00,18,300,0,form_started,0
2901,Norway,Organic,Pro,Desktop,2024-01-03 00:20:00,1,500,0,signup,0
2902,Sweden,Paid,Pro,Mobile,2024-01-03 00:21:00,4,500,1,completed,500
2903,Sweden,Paid,Basic,Mobile,2024-01-03 00:22:00,7,100,0,form_started,0
2904,Sweden,Direct,Premium,Tablet,2024-01-03 00:23:00,1,300,0,signup,0
2905,Sweden,Paid,Basic,Tablet,2024-01-03 00:24:00,8,100,0,signup,0
2906,Norway,Paid,Premium,Tablet,2024-01-03 00:25:00,17,300,1,completed,300
2907,Norway,Direct,Pro,Tablet,2024-01-03 00:26:00,8,500,0,form_started,0
2908,Norway,Paid,Basic,Desktop,2024-01-03 00:27:00,5,100,0,form_started,0
2909,Denmark,Organic,Basic,Tablet,2024-01-03 00:28:00,1,100,0,form_started,0
2910,Norway,Paid,Premium,Tablet,2024-01-03 00:29:00,15,300,0,form_started,0
2911,Sweden,Direct,Premium,Desktop,2024-01-03 00:30:00,4,300,1,completed,300
2912,Norway,Organic,Premium,Mobile,2024-01-03 00:31:00,7,300,1,completed,300
2913,Sweden,Paid,Pro,Tablet,2024-01-03 00:32:00,14,500,0,signup,0
2914,Denmark,Organic,Premium,Mobile,2024-01-03 00:33:00,12,300,0,signup,0
2915,Sweden,Organic,Pro,Tablet,2024-01-03 00:34:00,3,500,1,completed,500
2916,Sweden,Paid,Premium,Mobile,2024-01-03 00:35:00,18,300,0,signup,0
